本	ほん	書，本子。	本[ほん]	いい<b>本</b>でしたね。	這是一本不錯的書吧。	いい<b>本[ほん]</b>でしたね。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ホ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ン"		499	名詞	
これ	これ	這個；這（表示距離說話人較近的人或事物）	これ	<b>これ</b>は日本語の本です。	這是一本日語書。	<b>これ</b>は 日本[にほん] 語[ご]の 本[ほん]です。		"コ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">レ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		40	名詞，代詞	
何	なに・なん	什麼	何[なに・なん]	A「これは<b>何</b>ですか。」<br>B「本です。」	A：這是什麼？<br>B：這是一本書。	A「これは<b>何[なん]</b>ですか。」<br/>B「 本[ほん]です。」	可以讀作「なに」或「なん」。	"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ニ・<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ン"		62	名詞，代詞	
それ	それ	那、那個（用來指示離說話人較遠的事物）	それ	<b>それ</b>は本です。	那是一本書。	<b>それ</b>は 本[ほん]です。		"ソ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">レ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		17	名詞，代詞	
あれ	あれ	那邊的那個；那個遠處的東西	あれ	<b>あれ</b>は何ですか。	那是什麼？	<b>あれ</b>は 何[なん]ですか。		"ア<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">レ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		129	名詞，代詞	
どれ	どれ	哪一個，什麼	どれ	<b>どれ</b>が好きですか。	你喜歡哪一個？	<b>どれ</b>が 好[す]きですか。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ド</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>レ"		930	名詞，代詞	
毎日	まいにち	每天	毎[まい] 日[にち]	<b>毎日</b>、日本語を勉強します。	我每天學習日語。	<b>毎[まい] 日[にち]</b>、 日本[にほん] 語[ご]を 勉[べん] 強[きょう]します。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">マ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イニチ"		877	名詞，可直接作副詞	
兄	あに	哥哥；指比自己年長的男性兄弟。	兄[あに]	これは<b>兄</b>のパソコンです。	這是我哥哥的電腦。	これは<b>兄[あに]</b>のパソコンです。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ア</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ニ"		980	名詞	
いる	いる	有，存在（用於有生命的事物）	いる	兄が<b>います</b>。	我有一個哥哥。	兄[あに]が<b>います</b>。		"イ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		21	動詞	～ます<br>动词和形容词的礼貌表达形式。<br>用法：在动词的连用形（連用形）后接ます。
ある	ある	有，存在（用於無生命的事物）	ある	ペンが<b>ある</b>。	有一支筆。	ペンが<b>ある</b>。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ア</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		16	動詞	
あまり	あまり	（不）太，（不）怎麼；用於否定句時表示程度不高或不常做某事。	あまり	スポーツは<b>あまり</b>好きじゃありません。	我不是很喜歡運動。	スポーツは<b>あまり</b> 好[す]きじゃありません。		"ア<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">マリ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		388	副詞	
今	いま	現在	今[いま]	彼は<b>今</b>、勉強しています。	他現在正在學習。	彼[かれ]は<b>今[いま]</b>、 勉[べん] 強[きょう]しています。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">イ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>マ"		64	名詞，可直接作副詞	
時間	じかん	時間，小時	時[じ] 間[かん]	今は<b>時間</b>がありません。	我現在沒有時間。	今[いま]は<b>時[じ] 間[かん]</b>がありません。		"ジ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">カン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		164	名詞，可直接作副詞	
無い	ない	沒有，不存在。	無[な]い	今はあまり時間が<b>無い</b>のです。	現在我沒有太多時間。	今[いま]はあまり 時[じ] 間[かん]が<b>無[な]い</b>のです。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		33	形容詞	
この	この	這個（近指，表示靠近說話人的事物）	この	山田さんの本はどれですか。<b>この</b>本ですか。	山田桑的書是哪一本？是這本書嗎？	山[やま] 田[だ]さんの 本[ほん]はどれですか。<b>この</b> 本[ほん]ですか。		"コ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ノ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		30	連體詞	
その	その	那個；那一個（用於離說話人較遠、但靠近對方或相關事物）	その	<b>その</b>本ですか。	是那本書嗎？	<b>その</b> 本[ほん]ですか。		"ソ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ノ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		28	連體詞	
あの	あの	那個（在那兒的）	あの	<b>あの</b>本ですか。	是那本書嗎？	<b>あの</b> 本[ほん]ですか。		"ア<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ノ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		53	連體詞	
どの	どの	哪一個，哪個	どの	<b>どの</b>本ですか。	是哪本書？	<b>どの</b> 本[ほん]ですか。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ド</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ノ"		1398	連體詞	
見る	みる	看；觀看	見[み]る	兄は毎日テレビを<b>見ます</b>。	我哥哥每天都看電視。	兄[あに]は 毎[まい] 日[にち]テレビを<b>見[み]ます</b>。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ミ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		38	動詞	～ます<br>动词和形容词的礼貌表达形式。<br>用法：在动词的连用形（連用形）后接ます。
全然	ぜんぜん	完全（不），一點也（不）。	全[ぜん] 然[ぜん]	テレビを<b>全然</b>見ません。	我從來不看電視。	テレビを<b>全[ぜん] 然[ぜん]</b> 見[み]ません。		"ゼ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ンゼン</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		550	副詞	
面白い	おもしろい	有趣，令人感興趣	面[おも] 白[しろ]い	この本は全然<b>面白くなかった</b>。	這本書一點都不有趣。	この 本[ほん]は 全[ぜん] 然[ぜん]<b>面[おも] 白[しろ]くなかった</b>。		"オ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">モシロ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		603	形容詞	～くなかった<br>い形容词的否定过去形。
する	する	做，進行	する	彼はテニスを<b>します</b>。	他打網球。	彼[かれ]はテニスを<b>します</b>。		"ス<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		12	動詞	～ます<br>动词和形容词的礼貌表达形式。<br>用法：在动词的连用形（連用形）后接ます。
なる	なる	變得，成為，結果是	なる	日本語の勉強が好きに<b>なりました</b>。	我已經開始喜歡學習日語了。	日本[にほん] 語[ご]の 勉[べん] 強[きょう]が 好[す]きに<b>なりました</b>。	這個動詞有很多意思，需要一些時間才能適當地理解。	"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ル"		15	動詞	～ました<br>过去时的礼貌形式。
先生	せんせい	老師	先[せん] 生[せい]	私は日本語の<b>先生</b>になりたいです。	我想成為一名日語老師。	私[わたし]は 日本[にほん] 語[ご]の<b>先[せん] 生[せい]</b>になりたいです。		"セ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ンセ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		277	名詞	
ください	ください	請，請給我……，請做……	ください	コーヒーを<b>ください</b>。	請給我一杯咖啡。	コーヒーを<b>ください</b>。		"ク<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ダサ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		172	動詞	
名前	なまえ	名字、姓名	名[な] 前[まえ]	あなたの<b>名前</b>を教えてください。	請告訴我你的名字。	あなたの<b>名[な] 前[まえ]</b>を 教[おし]えてください。		"ナ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">マエ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		264	名詞	
教える	おしえる	告知、告訴、教導。	教[おし]える	あなたの名前を<b>教えて</b>ください。	請告訴我您的名字。	あなたの 名[な] 前[まえ]を<b>教[おし]えて</b>ください。		"オ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">シエル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		257	動詞	～て<br>て形。有多种含义。主要作为连接两个句子的接续助词。<br>用法：在动词音便形的连用形（連用形）后接て，在い形容词词干后接くて。
ここ	ここ	這裡；此處	ここ	<b>ここ</b>に本があります。	這裡有一本書。	<b>ここ</b>に 本[ほん]があります。		"コ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">コ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		59	名詞，代詞	
そこ	そこ	那裡	そこ	<b>そこ</b>はトイレです。	那裡是廁所。	<b>そこ</b>はトイレです。		"ソ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">コ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		110	名詞，代詞	
あそこ	あそこ	在那裡；那邊	あそこ	彼は<b>あそこ</b>にいます。	他在那裡。	彼[かれ]は<b>あそこ</b>にいます。		"ア<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ソコ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		840	名詞，代詞	
どこ	どこ	哪裡；什麼地方	どこ	あの本を<b>どこ</b>に置きましたか。	你把那本書放在哪裡了？	あの 本[ほん]を<b>どこ</b>に 置[お]きましたか。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ド</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>コ"		182	名詞，代詞	
置く	おく	放、置；把某物放在某處。	置[お]く	あの本をどこに<b>置きました</b>か。	你把那本書放在哪裡了？	あの 本[ほん]をどこに<b>置[お]きました</b>か。		"オ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ク</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		194	動詞	～ました<br>过去时的礼貌形式。
家	いえ	房子；家。指住所或家庭。	家[いえ]	ここが私の<b>家</b>です。	這裡是我的家。	ここが 私[わたし]の<b>家[いえ]</b>です。	也可以讀作うち。	"イ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">エ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		168	名詞	
帰る	かえる	回去，迴歸；返回（某處）	帰[かえ]る	家に<b>帰ろう</b>。	我們回家吧。	家[うち]に<b>帰[かえ]ろう</b>。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">カ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>エル"		220	動詞	～う・よう<br>1. 表达说话人的意志或意图<br>2. 表达对对方的邀请<br>3. （用于…ようとする）表示即将发起动作或转变状态<br>4. 表示对事情的推测。<br>用法：在一段动词的未然形（未然形）后接よう，在五段动词经o音便后的未然形后接う，在い形容词词干后接かろう（仅第4种含义）。
話	はなし	談話，故事	話[はなし]	あなたの<b>話</b>は面白いね。	你的故事很有意思。	あなたの<b>話[はなし]</b>は 面[おも] 白[しろ]いね。		"ハ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ナシ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		101	名詞，可 +する 作動詞	
知る	しる	知道，瞭解	知[し]る	あの人を<b>知っています</b>か。	你認識那個人嗎？	あの 人[ひと]を<b>知[し]っています</b>か。		"シ<span style=""display:inline-block;position:relative;""><span style=""display:inline;"">ル</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;""></span></span>"		68	動詞	～ています<br>进行时或持续状态的礼貌形式。
彼女	かのじょ	她；女朋友	彼[かの] 女[じょ]	<b>彼女</b>の名前を知っていますか。	你知道她的名字嗎？	<b>彼[かの] 女[じょ]</b>の 名[な] 前[まえ]を 知[し]っていますか。		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">カ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ノジョ"		100	名詞，代詞	
ちゃん	ちゃん	醬	ちゃん	彼女はララ<b>ちゃん</b>です。	她叫拉拉醬。	彼[かの] 女[じょ]はララ<b>ちゃん</b>です。	通常用於表示親暱，特別是用於女孩和小孩的敬稱。	"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">チャ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ン*"	如果名字有重音，ちゃん和所有其他敬称都发低音：高橋ちゃん → たか＼はしちゃん，而如果名字是平板型，所有敬称也是平的，所以平田ちゃん会是ひらたちゃん￣。	120	名詞，作後綴	
はい	はい	是的（禮貌用語）	はい	A「山田さんですか。」<br>B「<b>はい</b>。」	A：您是山田桑嗎？<br>B：是的。	A「 山[やま] 田[だ]さんですか。」<br/>B「<b>はい</b>。」		"<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ハ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>イ"		92	感嘆詞	
いいえ	いいえ	不（用於禮貌地否定）	いいえ	A「山田さんですか。」<br>B「<b>いいえ</b>。」	A：您是山田桑嗎？<br>B：不是，我不是。	A「 山[やま] 田[だ]さんですか。」<br/>B「<b>いいえ</b>。」		"イ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">イエ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>"		8787	感嘆詞	
日本	にほん	日本（國家名）	日本[にほん]	<b>日本</b>のゲームは面白いです。	日本的遊戲很有趣。	<b>日本[にほん]</b>のゲームは 面[おも] 白[しろ]いです。	可以讀作「にほん」或「にっぽん」。	"ニ<span style=""display:inline-block;position:relative;padding-right:0.1em;margin-right:0.1em;""><span style=""display:inline;"">ホ</span><span style=""border-color:currentColor;display:block;user-select:none;pointer-events:none;position:absolute;top:0.1em;left:0;right:0;height:0;border-top-width:0.1em;border-top-style:solid;right:-0.1em;height:0.4em;border-right-width:0.1em;border-right-style:solid;""></span></span>ン"		1026	名詞，專有名詞	
